regime,shift_family,battery_state,battery_pct,policy,episode_idx,mission_return,distance_m,cost_of_transport,falls_per_100m,adapt_calls,compute_wh
"Terrain shift, 25% battery",terrain,low,25,Static,0,0.14566795226964763,38.67741655229115,0.6962039357699945,33.61134522111693,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,1,0.1041400525684332,26.14387192622438,0.9850481997792849,57.3748220704593,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,2,0.12549593334862874,32.55415795268238,0.8093243104454667,43.005259175645286,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,3,0.11229687175739717,28.181915041088548,0.9599786987613581,56.77399841945584,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,4,0.1399992268726331,37.53743574537947,0.6797697014824666,31.968086689238213,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,5,0.1134141843816013,28.705377907876567,0.9392302469036563,55.738684407320434,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,6,0.12703760921675586,33.2764357217737,0.7709478497691113,42.07181357118548,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,7,0.18376830298780855,51.92075000949616,0.49972952593741893,19.260122394555214,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,8,0.13813503674102487,36.664059494731,0.7036843808570008,32.729599955303705,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,9,0.10124850117271188,25.752304275664184,1.0049454557390147,62.130362505540646,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,10,0.13285397353951608,35.09564235161021,0.7426407877050619,37.041635738584944,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,11,0.1023395016658639,26.258170773405837,0.9797778137887341,60.93341435727401,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,12,0.11419562284054507,29.071483156377194,0.920630293277242,55.03675169902778,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,13,0.11352976160841222,29.548454025363544,0.8715061678394023,47.379805346103055,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,14,0.12356321982726373,31.648678377264208,0.8168849352393898,44.2356544343328,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,15,0.18317215209462626,50.806529670738364,0.5109432705802807,17.714258498516347,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,16,0.13207673717886373,34.73150579331366,0.7374859945469976,37.42999246091627,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,17,0.12604441326366217,32.81112172672329,0.8076683113689421,42.66845893475682,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,18,0.10641945228724467,27.200765997259232,0.9785910769370176,55.14550583432618,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,19,0.14699655886879406,39.305726574733164,0.6691717314818412,33.074061041163326,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,20,0.1052876190076773,26.675966475392826,0.96388625636513,56.23039005479599,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,21,0.11589710950495855,29.868632555624252,0.8822026374966127,53.56790261557256,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,22,0.11736103569684334,29.648714510638005,0.9100621063436204,50.59241268156155,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,23,0.13708106350971871,35.48276972255272,0.762502948624351,39.45576996798435,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,24,0.129153863777192,33.362134628115015,0.7838438149879885,38.966331575931626,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,25,0.13791939764169037,35.87922548124865,0.7490342114223898,39.01979435792653,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,26,0.1395418218795181,36.64648451032086,0.7324968724717269,38.2028458856869,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,27,0.10499754965132285,26.541469405664408,0.9946371292903411,56.51533368683326,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,28,0.1362879745941757,35.79870773410443,0.7123482018248065,33.520763065332474,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,29,0.12588760899723334,32.737658660924765,0.7970346074509242,42.764206643495285,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,30,0.11907294036037754,30.450744760210927,0.8562702609666615,49.25987892289599,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,31,0.12884668463607757,33.21822067749642,0.7931176357352197,39.13514852650374,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,32,0.10157310094754467,25.90281213729492,1.0169196553373594,61.7693550615038,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,33,0.11071050104200116,28.24124153746525,0.9110287186167961,49.572891409279556,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,34,0.10790620444080581,27.890131501356244,0.9292207838577828,53.782464235676265,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,35,0.1200058214726139,30.887801149626995,0.8442287785092076,48.5628611999179,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,36,0.12546416744052286,32.5392755706498,0.817892000394151,43.024928350365315,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,37,0.08781169230769231,22.351999999999993,1.164721037542849,71.5819613457409,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,38,0.13242496152937006,34.89464949441638,0.7377630057069743,37.25499521661674,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,39,0.13469751454594095,35.05357449357223,0.7289490616347185,34.23331335924227,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,40,0.12860416294122992,33.10459885054027,0.7839678749738301,39.26946844664103,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,41,0.09148621343944834,23.039315210585556,1.1274887066893595,65.10610173477794,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,42,0.11979592714434845,30.789465299466304,0.8645181785286462,48.71796198506898,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,43,0.14526089387506885,38.48491497266832,0.6766707323991041,33.779469200419165,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,44,0.13154960566838506,34.48454378315468,0.7660482071950393,37.698048382911644,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,45,0.12682569199546942,33.1771521427885,0.7782290871162111,42.1977146795075,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,46,0.15202974430558483,40.81979510827189,0.625512672974415,29.397501795809532,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,47,0.13048962656115423,33.9879417666853,0.7714653418531945,38.24885922554596,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,48,0.10822554820272255,28.038202296402126,0.9113852961962494,53.4984370304112,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,49,0.11968866458209287,30.73921260642319,0.8687811774986566,48.797606471109276,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,50,0.10667814130389325,27.320712878747962,0.9456549195797465,54.9033989946437,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,51,0.1519478499955518,40.78106655174675,0.6309980743716351,29.425419722098987,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,52,0.14513299793923923,38.424431833142314,0.6907612177331476,33.832640795971585,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,53,0.12928920323542575,33.42554139472793,0.7850951278332828,38.89241417657467,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,54,0.11463229246846796,30.05966683262555,0.8548070640001202,46.574035826654494,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,55,0.1395717866533619,36.660655121650315,0.7280070417414798,38.18807916428138,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,56,0.12524097256718492,32.434708392477,0.8121669959734299,43.16363763963175,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,57,0.12182278081188598,31.73904969365033,0.8223521869537453,47.26039419825755,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,58,0.104383200074704,26.25661264284539,1.0060320403071399,57.12846589937914,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,59,0.10573489460031994,26.883355691984068,0.9778108050144001,55.79660579528254,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,60,0.11959134709968244,30.69361920022012,0.8627569687311426,48.870092191319124,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,61,0.10542547428009585,26.739886120059637,0.9912563983159837,56.09597562477034,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,62,0.118057120554244,29.97483145149172,0.8883573728950469,50.04198280238708,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,63,0.1277755392717495,32.7163872505652,0.824062318919622,39.735438697545725,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,64,0.11899054350928892,30.412141695186147,0.8855203405111018,49.32240599935883,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,65,0.1254253389999954,32.52108438015296,0.8123660134641494,43.04899503456886,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,66,0.13103895570628896,34.24530340647457,0.7574242341316629,37.96140990691927,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,67,0.12694896074438455,33.23490376153393,0.8165962036136102,42.124388565865495,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,68,0.13450902376473606,35.87103620003194,0.7263280991604794,36.240938030076826,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,69,0.11982684568001534,30.803950686068475,0.8568390673861253,48.695052634219294,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,70,0.10603865570960891,27.024201245648474,0.9525096562882088,55.50580334882368,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,71,0.14032405229805675,37.0164083178216,0.7271335839092757,37.82106540374335,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,72,0.17639611389105073,48.40460597241875,0.5463523259666181,20.65919099867906,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,73,0.10474452508056478,26.42414896973851,0.9973464163718284,56.76625581084301,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,74,0.13025236540355586,33.98575725659024,0.7887986702525438,47.07854493045734,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,75,0.1267730627348705,33.15249524459077,0.8093624618874716,42.22909888595571,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,76,0.14153624149559177,36.72349332863804,0.7320943845391024,35.399682387683484,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,77,0.11771974104305218,30.542066540926207,0.8396800964267522,42.56424489999742,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,78,0.1008873736928769,25.58485953607969,1.0229790127089968,62.536985897604204,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,79,0.14711975131370136,39.36398539105557,0.6868790876820297,33.02511133172483,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,80,0.14179884228144624,36.847679604514965,0.7282153670307637,35.280376239504385,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,81,0.12654195640952082,33.04422153768036,0.7921857031355983,42.36746804289454,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,82,0.11503084146534373,29.462784504147507,0.899850448342037,54.30579719220926,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,83,0.10083567728613715,25.56088935422605,1.0432209624327908,62.59563107632904,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,84,0.1334120548125402,35.357104378217144,0.7526827635950946,36.76771678171999,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,85,0.10974176432031947,27.792065340289547,0.9258369557847219,50.37408997345911,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,86,0.13634107384230623,35.82358482226095,0.7122130088638526,33.49748513315491,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,87,0.13380143260671148,35.53952853774518,0.7287093844595437,36.57898834024541,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,88,0.1191557049010284,30.489520088421653,0.8650824753239982,49.19723221782106,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,89,0.10672022400121052,27.340225451694568,0.9588973221122241,54.86421473188799,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,90,0.13094656525918905,34.2020183247033,0.7489737611670048,38.009452765570884,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,91,0.13564288645016848,35.66881301717626,0.7369679656425107,42.0535440660074,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,92,0.13682738177932577,36.95719087712831,0.6964963548418693,35.17583369153013,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,93,0.14006652952584056,36.89462348031255,0.7091848334844318,37.945908317699946,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,94,0.14576812793974292,38.72479052858041,0.6797319452378779,33.570226778645825,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,95,0.10719267412412109,27.559287395785812,0.9380864169790624,54.42811268876895,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,96,0.12493442574746909,32.29109068551025,0.8264399836166791,43.35561203661083,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,97,0.12317130208782187,31.46506424905238,0.8401913353896178,44.49379123839429,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,98,0.15708429891176925,42.34396931440768,0.6098402713940562,25.977725230065317,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,99,0.15132485131046763,40.48644486459114,0.6592854862985162,29.63954982991116,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,100,0.11248222162839204,29.06273895533072,0.8781301997225673,48.171646937743645,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,101,0.1104926682666339,28.140238555468414,0.9240979041077813,49.75082202094345,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,102,0.10501481916099882,26.549476795608168,0.9813101409683304,56.49828851799185,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,103,0.16219098406383914,44.11917456938942,0.6140913747089781,29.46564646071054,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,104,0.10065516117519376,25.477189068660596,1.0159582431812706,62.80127669061242,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,105,0.11643844907270118,30.1222510648022,0.8722955749639328,53.1168801613767,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,106,0.08781169230769231,22.351999999999993,1.1728929692747834,71.5819613457409,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,107,0.11989783536031107,30.837209472154818,0.8514106356118446,48.642533668763384,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,108,0.10023109058885761,25.280559366243747,1.037556854201901,63.289738839260984,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,109,0.13936824364324607,37.24181902809286,0.6884491134587778,32.22184177133765,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,110,0.11427203663558186,29.107283149454876,0.9215293371165305,54.96906021027816,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,111,0.15000906625466573,39.86419826543162,0.6602152602513585,30.102198268479523,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,112,0.08781169230769231,22.351999999999993,1.1975291781370254,71.5819613457409,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,113,0.10848738033418512,27.210442474056272,0.9637956190363512,51.450835514153304,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,114,0.12520455419702253,32.41764632404961,0.802114569657716,43.18635554245605,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,115,0.1089203868070876,28.36037957633198,0.932596004139723,52.89068843252782,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,116,0.14547341963221905,38.585420316635705,0.6849249301915036,33.691482153934665,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,117,0.11169262294476039,28.696624069757974,0.894301293120496,48.786226442412584,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,118,0.10666600508710491,27.315085653534886,0.9356136574676461,54.91470973315007,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,119,0.10621475533065294,27.10585372803535,0.9484618687314817,55.33860010646198,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,120,0.16238322893304447,43.38097728462455,0.6215265678667659,27.66189410917937,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,121,0.12094945243223135,31.32989386084392,0.8524511804272388,47.87759596832528,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,122,0.11095133939952613,28.35291156622117,0.913525391732621,49.377644928287324,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,123,0.11379641278296057,28.88445256469955,0.9374786065364294,55.39312183314154,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,124,0.10912586072467614,27.602060931642164,0.958427296321076,61.58960391436466,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,125,0.11486118865985218,30.165799612041088,0.8472227541352593,46.410173706821645,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,126,0.11235731474109177,28.21023268186034,0.94980491667721,56.71700825880912,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,127,0.12508857909541954,32.36331179148817,0.8109270779837109,43.2588608057168,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,128,0.1187994990591771,30.322637045034437,0.8706627583362759,49.46799309612276,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,129,0.14151377427308243,37.57903855111142,0.7071401167811824,37.25481156458683,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,130,0.1348248442231725,35.28195348303531,0.7619418551178159,42.51465273092795,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,131,0.10050970693278251,25.409745993563842,1.0409661328495727,62.96796514240133,0,0.0
"Terrain shift, 25% battery",terrain,low,25,Static,132,0.10702274546381477,27.48049621576833,0.9435076762780622,54.58416719343295,0,0.0
